date,Time,Soil_moisture1,Soil_moisture2,Temp,Humidity,P,L,Data_index,coeff(K),assumed_temp,deviation_from_original(temp)
03-03-2021,22:15:00,1562,1293,10,100,0,98390,43,1000,14.2427,-4.2427
03-03-2021,22:30:00,1557,1290,10,100,0,98384,44,1000,14.2427,-4.2427
03-03-2021,22:45:00,1557,1287,10,100,0,98383,45,1000,14.2427,-4.2427
03-03-2021,23:00:00,1554,1284,10,100,0,98371,46,1000,14.2427,-4.2427
03-03-2021,23:15:00,1552,1282,10,100,0,98370,47,1000,14.2427,-4.2427
03-03-2021,23:30:00,1552,1279,10,100,0,98359,48,1000,14.2427,-4.2427
03-03-2021,23:45:00,1549,1276,9,100,0,98356,49,900,14.2427,-5.2427
03-04-2021,00:00:00,1547,1272,9,100,0,98343,50,900,14.2427,-5.2427
03-04-2021,00:15:00,1547,1268,9,100,0,98356,51,900,14.2427,-5.2427
03-04-2021,00:30:00,1542,1266,9,100,0,98358,52,900,14.2427,-5.2427
03-04-2021,00:45:00,1541,1263,8,100,0,98358,53,800,14.2427,-6.2427
03-04-2021,01:00:00,1542,1260,8,100,0,98356,54,800,14.2427,-6.2427
03-04-2021,01:15:00,1536,1257,8,100,0,98347,55,800,14.2427,-6.2427
03-04-2021,01:30:00,1535,1254,8,100,0,98342,56,800,14.2427,-6.2427
03-04-2021,01:45:00,1531,1251,8,100,0,98334,57,800,14.2427,-6.2427
03-04-2021,02:00:00,1530,1248,8,100,0,98331,58,800,14.2427,-6.2427
03-04-2021,02:15:00,1528,1246,8,100,0,98310,59,800,14.2427,-6.2427
03-04-2021,02:30:00,1525,1243,8,100,0,98299,60,800,14.2427,-6.2427
03-04-2021,02:45:00,1524,1240,8,100,0,98290,61,800,14.2427,-6.2427
03-04-2021,03:00:00,1520,1237,8,100,0,98280,62,800,14.2427,-6.2427
03-04-2021,03:15:00,1517,1236,8,100,0,98271,63,800,14.2427,-6.2427
03-04-2021,03:30:00,1515,1233,8,100,0,98264,64,800,14.2427,-6.2427
03-04-2021,03:45:00,1512,1229,8,100,0,98259,65,800,14.2427,-6.2427
03-04-2021,04:00:00,1510,1229,8,100,0,98261,66,800,14.2427,-6.2427
03-04-2021,04:15:00,1507,1226,7,100,0,98263,67,700,14.2427,-7.2427
03-04-2021,04:30:00,1505,1224,7,100,0,98268,68,700,14.2427,-7.2427
03-04-2021,04:45:00,1503,1220,7,100,0,98271,69,700,14.2427,-7.2427
03-04-2021,05:00:00,1501,1217,7,100,0,98276,70,700,14.2427,-7.2427
03-04-2021,05:15:00,1498,1213,8,100,0,98282,71,800,14.2427,-6.2427
03-04-2021,05:30:00,1496,1210,7,100,0,98291,72,700,14.2427,-7.2427
03-04-2021,05:45:00,1491,1209,7,100,0,98302,73,700,14.2427,-7.2427
03-04-2021,06:00:00,1489,1205,7,100,1,98302,74,700,14.2427,-7.2427
03-04-2021,06:15:00,1485,1204,7,100,7,98310,75,700,14.2427,-7.2427
03-04-2021,06:30:00,1484,1202,7,100,20,98331,76,700,14.2427,-7.2427
03-04-2021,06:45:00,1481,1199,8,100,43,98336,77,800,14.2427,-6.2427
03-04-2021,07:00:00,1475,1196,9,100,67,98350,78,900,14.2427,-5.2427
03-04-2021,07:15:00,1470,1193,10,100,79,98361,79,1000,14.2427,-4.2427
03-04-2021,07:30:00,1465,1190,11,100,90,98363,80,1100,14.2427,-3.2427
03-04-2021,07:45:00,1458,1190,13,100,103,98385,81,1300,14.2427,-1.2427
03-04-2021,19:45:00,1457,1207,13,100,0,98304,129,1300,14.2427,-1.2427
03-04-2021,20:00:00,1457,1206,12,100,0,98322,130,1200,14.2427,-2.2427
03-04-2021,20:15:00,1456,1204,12,100,0,98333,131,1200,14.2427,-2.2427
03-04-2021,20:30:00,1458,1203,12,100,0,98341,132,1200,14.2427,-2.2427
03-04-2021,20:45:00,1452,1200,12,100,0,98346,133,1200,14.2427,-2.2427
03-04-2021,21:00:00,1452,1198,12,100,0,98354,134,1200,14.2427,-2.2427
03-04-2021,21:15:00,1450,1196,12,100,0,98361,135,1200,14.2427,-2.2427
03-04-2021,21:30:00,1446,1194,12,100,0,98357,136,1200,14.2427,-2.2427
03-04-2021,21:45:00,1446,1192,11,100,0,98353,137,1100,14.2427,-3.2427
03-04-2021,22:00:00,1442,1190,11,100,0,98355,138,1100,14.2427,-3.2427
03-04-2021,22:15:00,1441,1188,11,100,0,98351,139,1100,14.2427,-3.2427
03-04-2021,22:30:00,1439,1186,12,100,0,98354,140,1200,14.2427,-2.2427
03-04-2021,22:45:00,1439,1185,11,100,0,98353,141,1100,14.2427,-3.2427
03-04-2021,23:00:00,1437,1182,11,100,0,98344,142,1100,14.2427,-3.2427
03-04-2021,23:15:00,1434,1180,11,100,0,98338,143,1100,14.2427,-3.2427
03-04-2021,23:30:00,1429,1176,11,100,0,98324,144,1100,14.2427,-3.2427
03-04-2021,23:45:00,1429,1174,11,100,0,98311,145,1100,14.2427,-3.2427
03-05-2021,00:00:00,1427,1171,12,100,0,98291,146,1200,14.2427,-2.2427
03-05-2021,00:15:00,1423,1169,12,100,0,98273,147,1200,14.2427,-2.2427
03-05-2021,00:30:00,1422,1169,12,100,0,98267,148,1200,14.2427,-2.2427
03-05-2021,00:45:00,1420,1169,12,100,0,98285,149,1200,14.2427,-2.2427
03-05-2021,01:00:00,1418,1166,12,100,0,98296,150,1200,14.2427,-2.2427
03-05-2021,01:15:00,1416,1165,12,100,0,98273,151,1200,14.2427,-2.2427
03-05-2021,01:30:00,1416,1163,11,100,0,98272,152,1100,14.2427,-3.2427
03-05-2021,01:45:00,1414,1162,11,100,0,98269,153,1100,14.2427,-3.2427
03-05-2021,02:00:00,1411,1160,11,100,0,98248,154,1100,14.2427,-3.2427
03-05-2021,02:15:00,1410,1156,12,100,0,98249,155,1200,14.2427,-2.2427
03-05-2021,02:30:00,1410,1157,11,100,0,98237,156,1100,14.2427,-3.2427
03-05-2021,02:45:00,1407,1155,10,100,0,98227,157,1000,14.2427,-4.2427
03-05-2021,03:00:00,1406,1154,10,100,0,98216,158,1000,14.2427,-4.2427
03-05-2021,03:15:00,1405,1151,10,100,0,98211,159,1000,14.2427,-4.2427
03-05-2021,03:30:00,1405,1149,10,100,0,98204,160,1000,14.2427,-4.2427
03-05-2021,03:45:00,1404,1147,10,100,0,98207,161,1000,14.2427,-4.2427
03-05-2021,04:00:00,1401,1146,10,100,0,98212,162,1000,14.2427,-4.2427
03-05-2021,04:15:00,1401,1144,10,100,0,98216,163,1000,14.2427,-4.2427
03-05-2021,04:30:00,1398,1142,10,100,0,98217,164,1000,14.2427,-4.2427
03-05-2021,04:45:00,1398,1140,10,100,0,98224,165,1000,14.2427,-4.2427
03-05-2021,05:00:00,1395,1137,10,100,0,98228,166,1000,14.2427,-4.2427
03-05-2021,05:15:00,1393,1135,9,100,0,98235,167,900,14.2427,-5.2427
03-05-2021,05:30:00,1394,1134,9,100,0,98242,168,900,14.2427,-5.2427
03-05-2021,05:45:00,1389,1131,9,100,0,98254,169,900,14.2427,-5.2427
03-05-2021,06:00:00,1389,1129,9,100,1,98268,170,900,14.2427,-5.2427
03-05-2021,06:15:00,1385,1127,9,100,9,98285,171,900,14.2427,-5.2427
03-05-2021,06:30:00,1385,1125,9,100,25,98304,172,900,14.2427,-5.2427
03-05-2021,06:45:00,1381,1123,9,100,46,98321,173,900,14.2427,-5.2427
03-05-2021,07:00:00,1378,1120,10,100,67,98329,174,1000,14.2427,-4.2427
03-05-2021,07:15:00,1376,1119,11,100,78,98350,175,1100,14.2427,-3.2427
03-05-2021,07:30:00,1371,1116,12,100,82,98362,176,1200,14.2427,-2.2427
03-05-2021,21:15:00,1343,1109,12,100,0,98291,231,1200,14.2427,-2.2427
03-05-2021,21:30:00,1344,1108,12,100,0,98292,232,1200,14.2427,-2.2427
03-05-2021,21:45:00,1343,1106,12,100,0,98294,233,1200,14.2427,-2.2427
03-05-2021,22:00:00,1339,1102,11,100,0,98291,234,1100,14.2427,-3.2427
03-05-2021,22:15:00,1339,1101,11,100,0,98288,235,1100,14.2427,-3.2427
03-05-2021,22:30:00,1340,1099,11,100,0,98277,236,1100,14.2427,-3.2427
03-05-2021,22:45:00,1336,1099,11,100,0,98276,237,1100,14.2427,-3.2427
03-05-2021,23:00:00,1336,1096,11,100,0,98273,238,1100,14.2427,-3.2427
03-05-2021,23:15:00,1333,1095,10,100,0,98276,239,1000,14.2427,-4.2427
03-05-2021,23:30:00,1330,1093,10,100,0,98264,240,1000,14.2427,-4.2427
03-05-2021,23:45:00,1330,1092,10,100,0,98251,241,1000,14.2427,-4.2427
03-06-2021,00:00:00,1327,1090,10,100,0,98237,242,1000,14.2427,-4.2427
03-06-2021,00:15:00,1326,1087,10,100,0,98233,243,1000,14.2427,-4.2427
03-06-2021,00:30:00,1323,1085,10,100,0,98219,244,1000,14.2427,-4.2427
03-06-2021,00:45:00,1320,1082,10,100,0,98203,245,1000,14.2427,-4.2427
03-06-2021,01:00:00,1318,1080,10,100,0,98195,246,1000,14.2427,-4.2427
03-06-2021,01:15:00,1316,1080,10,100,0,98179,247,1000,14.2427,-4.2427
03-06-2021,01:30:00,1316,1079,10,100,0,98171,248,1000,14.2427,-4.2427
03-06-2021,01:45:00,1316,1078,10,100,0,98151,249,1000,14.2427,-4.2427
03-06-2021,02:00:00,1315,1077,9,100,0,98152,250,900,14.2427,-5.2427
03-06-2021,02:15:00,1312,1075,9,100,0,98131,251,900,14.2427,-5.2427
03-06-2021,02:30:00,1311,1072,9,100,0,98116,252,900,14.2427,-5.2427
03-06-2021,02:45:00,1307,1072,9,100,0,98121,253,900,14.2427,-5.2427
03-06-2021,03:00:00,1309,1069,9,100,0,98111,254,900,14.2427,-5.2427
03-06-2021,03:15:00,1306,1069,9,100,0,98105,255,900,14.2427,-5.2427
03-06-2021,03:30:00,1304,1068,8,100,0,98118,256,800,14.2427,-6.2427
03-06-2021,03:45:00,1305,1064,8,100,0,98118,257,800,14.2427,-6.2427
03-06-2021,04:00:00,1303,1063,8,100,0,98124,258,800,14.2427,-6.2427
03-06-2021,04:15:00,1302,1059,8,100,0,98147,259,800,14.2427,-6.2427
03-06-2021,04:30:00,1297,1057,9,100,0,98158,260,900,14.2427,-5.2427
03-06-2021,04:45:00,1291,1055,10,100,0,98153,261,1000,14.2427,-4.2427
03-06-2021,05:00:00,1287,1053,11,100,0,98150,262,1100,14.2427,-3.2427
03-06-2021,05:15:00,1285,1051,11,100,0,98166,263,1100,14.2427,-3.2427
03-06-2021,05:30:00,1282,1052,11,100,0,98180,264,1100,14.2427,-3.2427
03-06-2021,05:45:00,1279,1049,11,100,0,98196,265,1100,14.2427,-3.2427
03-06-2021,06:00:00,1279,1049,10,100,1,98207,266,1000,14.2427,-4.2427
03-06-2021,06:15:00,1279,1049,10,100,9,98221,267,1000,14.2427,-4.2427
03-06-2021,06:30:00,1276,1046,10,100,24,98234,268,1000,14.2427,-4.2427
03-06-2021,06:45:00,1275,1044,10,100,46,98251,269,1000,14.2427,-4.2427
03-06-2021,07:00:00,1271,1042,11,100,68,98263,270,1100,14.2427,-3.2427
03-06-2021,07:15:00,1268,1041,12,100,78,98262,271,1200,14.2427,-2.2427
03-06-2021,07:30:00,1263,1038,13,100,82,98275,272,1300,14.2427,-1.2427
03-06-2021,21:00:00,1235,1026,13,100,0,98082,326,1300,14.2427,-1.2427
03-06-2021,21:15:00,1234,1022,13,100,0,98088,327,1300,14.2427,-1.2427
03-06-2021,21:30:00,1232,1020,12,100,0,98094,328,1200,14.2427,-2.2427
03-06-2021,21:45:00,1228,1018,12,100,0,98092,329,1200,14.2427,-2.2427
03-06-2021,22:00:00,1229,1018,12,100,0,98100,330,1200,14.2427,-2.2427
03-06-2021,22:15:00,1225,1016,12,100,0,98111,331,1200,14.2427,-2.2427
03-06-2021,22:30:00,1225,1013,12,100,0,98107,332,1200,14.2427,-2.2427
03-06-2021,22:45:00,1223,1013,12,100,0,98111,333,1200,14.2427,-2.2427
03-06-2021,23:00:00,1220,1011,12,100,0,98104,334,1200,14.2427,-2.2427
03-06-2021,23:15:00,1220,1011,12,100,0,98126,335,1200,14.2427,-2.2427
03-06-2021,23:30:00,1217,1010,12,100,0,98112,336,1200,14.2427,-2.2427
03-06-2021,23:45:00,1215,1006,12,100,0,98096,337,1200,14.2427,-2.2427
03-07-2021,00:00:00,1213,1006,13,100,0,98090,338,1300,14.2427,-1.2427
03-09-2021,05:45:00,979,857,13,100,0,98362,553,1300,14.2427,-1.2427
03-09-2021,06:00:00,978,856,12,100,2,98391,554,1200,14.2427,-2.2427
03-09-2021,06:15:00,978,855,12,100,10,98406,555,1200,14.2427,-2.2427
03-09-2021,06:30:00,976,853,13,100,24,98398,556,1300,14.2427,-1.2427
03-11-2021,01:00:00,835,776,13,100,0,98311,726,1300,14.2427,-1.2427
03-11-2021,01:15:00,834,774,12,100,0,98310,727,1200,14.2427,-2.2427
03-11-2021,01:30:00,833,772,12,100,0,98313,728,1200,14.2427,-2.2427
03-11-2021,01:45:00,832,771,12,100,0,98298,729,1200,14.2427,-2.2427
03-11-2021,02:00:00,831,770,11,100,0,98282,730,1100,14.2427,-3.2427
03-11-2021,02:15:00,830,768,11,100,0,98269,731,1100,14.2427,-3.2427
03-11-2021,02:30:00,828,766,11,100,0,98253,732,1100,14.2427,-3.2427
03-11-2021,02:45:00,827,765,11,100,0,98248,733,1100,14.2427,-3.2427
03-11-2021,03:00:00,825,763,11,100,0,98239,734,1100,14.2427,-3.2427
03-11-2021,03:15:00,825,762,11,100,0,98241,735,1100,14.2427,-3.2427
03-11-2021,03:30:00,823,760,11,100,0,98245,736,1100,14.2427,-3.2427
03-11-2021,03:45:00,822,759,11,100,0,98257,737,1100,14.2427,-3.2427
03-11-2021,04:00:00,820,757,10,100,0,98256,738,1000,14.2427,-4.2427
03-11-2021,04:15:00,818,756,11,100,0,98270,739,1100,14.2427,-3.2427
03-11-2021,04:30:00,816,754,11,100,0,98285,740,1100,14.2427,-3.2427
03-11-2021,04:45:00,815,752,11,100,0,98290,741,1100,14.2427,-3.2427
03-11-2021,05:00:00,814,752,11,100,0,98303,742,1100,14.2427,-3.2427
03-11-2021,05:15:00,812,751,11,100,0,98327,743,1100,14.2427,-3.2427
03-11-2021,05:30:00,811,750,11,100,0,98350,744,1100,14.2427,-3.2427
03-11-2021,05:45:00,809,749,11,100,0,98366,745,1100,14.2427,-3.2427
03-11-2021,06:00:00,808,749,10,100,3,98393,746,1000,14.2427,-4.2427
03-11-2021,06:15:00,807,748,10,100,13,98417,747,1000,14.2427,-4.2427
03-11-2021,06:30:00,805,746,10,100,32,98440,748,1000,14.2427,-4.2427
03-11-2021,06:45:00,803,745,11,100,54,98457,749,1100,14.2427,-3.2427
03-11-2021,07:00:00,802,744,11,100,76,98479,750,1100,14.2427,-3.2427
03-11-2021,07:15:00,799,744,12,100,91,98495,751,1200,14.2427,-2.2427
03-12-2021,01:00:00,758,731,13,100,0,98357,822,1300,14.2427,-1.2427
03-12-2021,01:15:00,757,729,13,100,0,98333,823,1300,14.2427,-1.2427
03-12-2021,23:00:00,683,680,13,100,0,98793,910,1300,14.2427,-1.2427
03-12-2021,23:15:00,682,678,12,100,0,98796,911,1200,14.2427,-2.2427
03-12-2021,23:30:00,681,677,12,100,0,98770,912,1200,14.2427,-2.2427
03-12-2021,23:45:00,680,676,12,100,0,98763,913,1200,14.2427,-2.2427
3/13/2021,00:00,679,674,12,100,0,98756,914,1200,14.2427,-2.2427
3/13/2021,00:15,679,673,12,100,0,98751,915,1200,14.2427,-2.2427
3/13/2021,00:30,678,672,11,100,0,98753,916,1100,14.2427,-3.2427
3/13/2021,00:45,678,671,11,100,0,98754,917,1100,14.2427,-3.2427
3/13/2021,01:00,677,670,11,100,0,98743,918,1100,14.2427,-3.2427
3/13/2021,01:15,676,668,11,100,0,98718,919,1100,14.2427,-3.2427
3/13/2021,01:30,675,667,11,100,0,98714,920,1100,14.2427,-3.2427
3/13/2021,01:45,674,665,11,100,0,98708,921,1100,14.2427,-3.2427
3/13/2021,02:00,672,664,11,100,0,98702,922,1100,14.2427,-3.2427
3/13/2021,02:15,672,663,11,100,0,98704,923,1100,14.2427,-3.2427
3/13/2021,02:30,670,661,10,100,0,98709,924,1000,14.2427,-4.2427
3/13/2021,02:45,670,660,10,100,0,98706,925,1000,14.2427,-4.2427
3/13/2021,03:00,669,659,10,100,0,98706,926,1000,14.2427,-4.2427
3/13/2021,03:15,668,659,10,100,0,98714,927,1000,14.2427,-4.2427
3/13/2021,03:30,667,657,10,100,0,98717,928,1000,14.2427,-4.2427
3/13/2021,03:45,665,655,10,100,0,98723,929,1000,14.2427,-4.2427
3/13/2021,04:00,664,654,10,100,0,98725,930,1000,14.2427,-4.2427
3/13/2021,04:15,663,653,10,100,0,98725,931,1000,14.2427,-4.2427
3/13/2021,04:30,662,652,10,100,0,98746,932,1000,14.2427,-4.2427
3/13/2021,04:45,660,652,10,100,0,98780,933,1000,14.2427,-4.2427
3/13/2021,05:00,660,651,10,100,0,98783,934,1000,14.2427,-4.2427
3/13/2021,05:15,659,651,10,100,0,98783,935,1000,14.2427,-4.2427
3/13/2021,05:30,658,650,10,100,0,98795,936,1000,14.2427,-4.2427
3/13/2021,05:45,657,649,9,100,0,98789,937,900,14.2427,-5.2427
3/13/2021,06:00,656,647,9,100,3,98786,938,900,14.2427,-5.2427
3/13/2021,06:15,656,647,9,100,12,98788,939,900,14.2427,-5.2427
3/13/2021,06:30,655,646,9,100,31,98792,940,900,14.2427,-5.2427
3/13/2021,06:45,654,646,10,100,52,98801,941,1000,14.2427,-4.2427
3/13/2021,07:00,652,645,10,100,67,98826,942,1000,14.2427,-4.2427
3/13/2021,07:15,650,644,11,100,73,98846,943,1100,14.2427,-3.2427
3/13/2021,20:00,648,675,13,100,0,98527,994,1300,14.2427,-1.2427
3/13/2021,20:15,647,673,13,100,0,98532,995,1300,14.2427,-1.2427
3/13/2021,20:30,646,670,12,100,0,98535,996,1200,14.2427,-2.2427
3/13/2021,20:45,644,668,12,100,0,98542,997,1200,14.2427,-2.2427
3/13/2021,21:00,643,665,12,100,0,98537,998,1200,14.2427,-2.2427
3/13/2021,21:15,641,664,12,100,0,98529,999,1200,14.2427,-2.2427
3/13/2021,21:30,640,662,12,100,0,98527,1000,1200,14.2427,-2.2427
3/13/2021,21:45,639,660,12,100,0,98526,1001,1200,14.2427,-2.2427
3/13/2021,22:00,637,658,12,100,0,98516,1002,1200,14.2427,-2.2427
3/13/2021,22:15,636,655,12,100,0,98507,1003,1200,14.2427,-2.2427
3/13/2021,22:30,634,654,12,100,0,98507,1004,1200,14.2427,-2.2427
3/13/2021,22:45,632,653,12,100,0,98498,1005,1200,14.2427,-2.2427
3/13/2021,23:00,632,651,12,100,0,98481,1006,1200,14.2427,-2.2427
3/13/2021,23:15,630,650,12,100,0,98477,1007,1200,14.2427,-2.2427
3/13/2021,23:30,628,648,12,100,0,98478,1008,1200,14.2427,-2.2427
3/13/2021,23:45,627,647,13,100,0,98484,1009,1300,14.2427,-1.2427
3/14/2021,01:00,621,644,13,100,0,98413,1014,1300,14.2427,-1.2427
3/14/2021,01:15,620,643,12,100,0,98396,1015,1200,14.2427,-2.2427
3/14/2021,01:30,620,643,12,100,0,98386,1016,1200,14.2427,-2.2427
3/14/2021,01:45,619,641,11,100,0,98368,1017,1100,14.2427,-3.2427
3/14/2021,02:00,619,640,11,100,0,98358,1018,1100,14.2427,-3.2427
3/14/2021,02:15,618,639,11,100,0,98347,1019,1100,14.2427,-3.2427
3/14/2021,02:30,617,638,11,100,0,98341,1020,1100,14.2427,-3.2427
3/14/2021,02:45,616,637,11,100,0,98339,1021,1100,14.2427,-3.2427
3/14/2021,03:00,616,635,11,100,0,98335,1022,1100,14.2427,-3.2427
3/14/2021,03:15,614,634,11,100,0,98325,1023,1100,14.2427,-3.2427
3/14/2021,03:30,613,633,11,100,0,98314,1024,1100,14.2427,-3.2427
3/14/2021,03:45,613,632,11,100,0,98318,1025,1100,14.2427,-3.2427
3/14/2021,04:00,612,631,11,100,0,98321,1026,1100,14.2427,-3.2427
3/14/2021,04:15,611,630,11,100,0,98324,1027,1100,14.2427,-3.2427
3/14/2021,04:30,610,629,10,100,0,98330,1028,1000,14.2427,-4.2427
3/14/2021,04:45,609,628,10,100,0,98340,1029,1000,14.2427,-4.2427
3/14/2021,05:00,609,627,10,100,0,98349,1030,1000,14.2427,-4.2427
3/14/2021,05:15,608,626,10,100,0,98364,1031,1000,14.2427,-4.2427
3/14/2021,05:30,607,624,10,100,0,98364,1032,1000,14.2427,-4.2427
3/14/2021,05:45,606,623,10,100,0,98369,1033,1000,14.2427,-4.2427
3/14/2021,06:00,605,623,11,100,4,98382,1034,1100,14.2427,-3.2427
3/14/2021,06:15,604,623,11,100,16,98398,1035,1100,14.2427,-3.2427
3/14/2021,06:30,603,622,11,100,35,98416,1036,1100,14.2427,-3.2427
3/14/2021,06:45,601,621,12,100,56,98419,1037,1200,14.2427,-2.2427
3/14/2021,07:00,599,621,13,100,72,98426,1038,1300,14.2427,-1.2427
3/15/2021,04:00,576,618,13,100,0,98191,1122,1300,14.2427,-1.2427
3/15/2021,04:15,575,617,13,100,0,98177,1123,1300,14.2427,-1.2427
3/15/2021,04:30,574,615,13,100,0,98177,1124,1300,14.2427,-1.2427
3/15/2021,04:45,573,615,13,100,0,98194,1125,1300,14.2427,-1.2427
3/15/2021,05:00,572,613,12,100,0,98203,1126,1200,14.2427,-2.2427
3/15/2021,05:15,572,612,12,100,0,98209,1127,1200,14.2427,-2.2427
3/15/2021,05:30,571,611,12,100,0,98216,1128,1200,14.2427,-2.2427
3/15/2021,05:45,570,610,13,100,1,98221,1129,1300,14.2427,-1.2427
3/17/2021,06:00,514,580,13,100,8,98123,1322,1300,14.2427,-1.2427
3/18/2021,05:30,497,564,13,100,0,98157,1416,1300,14.2427,-1.2427
3/18/2021,05:45,496,563,12,100,1,98171,1417,1200,14.2427,-2.2427
3/18/2021,06:00,496,561,12,100,10,98187,1418,1200,14.2427,-2.2427
3/18/2021,06:15,495,559,12,100,27,98192,1419,1200,14.2427,-2.2427
3/18/2021,06:30,492,556,12,100,56,98214,1420,1200,14.2427,-2.2427
3/19/2021,05:00,487,548,12,100,0,98209,1510,1200,14.2427,-2.2427
3/19/2021,05:15,486,546,12,100,0,98221,1511,1200,14.2427,-2.2427
3/20/2021,05:30,473,522,13,100,0,98055,1608,1300,14.2427,-1.2427
3/20/2021,05:45,472,520,13,100,3,98064,1609,1300,14.2427,-1.2427
3/21/2021,00:15,479,532,13,100,0,97896,1683,1300,14.2427,-1.2427
3/21/2021,00:30,479,530,13,100,0,97903,1684,1300,14.2427,-1.2427
3/21/2021,00:45,479,528,12,100,0,97892,1685,1200,14.2427,-2.2427
3/21/2021,01:00,478,526,12,100,0,97893,1686,1200,14.2427,-2.2427
3/21/2021,01:15,476,523,12,100,0,97905,1687,1200,14.2427,-2.2427
3/21/2021,01:30,476,522,13,100,0,97876,1688,1300,14.2427,-1.2427
3/21/2021,02:00,475,520,13,100,0,97856,1690,1300,14.2427,-1.2427
3/21/2021,02:15,474,519,13,100,0,97849,1691,1300,14.2427,-1.2427
3/21/2021,02:30,474,517,12,100,0,97837,1692,1200,14.2427,-2.2427
3/21/2021,02:45,473,516,13,100,0,97828,1693,1300,14.2427,-1.2427
3/21/2021,03:00,473,515,12,100,0,97826,1694,1200,14.2427,-2.2427
3/21/2021,03:15,472,513,12,100,0,97816,1695,1200,14.2427,-2.2427
3/21/2021,03:30,471,511,12,100,0,97806,1696,1200,14.2427,-2.2427
3/21/2021,03:45,471,510,12,100,0,97801,1697,1200,14.2427,-2.2427
3/21/2021,04:00,470,508,11,100,0,97802,1698,1100,14.2427,-3.2427
3/21/2021,04:15,470,506,11,100,0,97810,1699,1100,14.2427,-3.2427
3/21/2021,04:30,469,505,11,100,0,97813,1700,1100,14.2427,-3.2427
3/21/2021,04:45,468,504,11,100,0,97812,1701,1100,14.2427,-3.2427
3/21/2021,05:00,467,503,11,100,0,97806,1702,1100,14.2427,-3.2427
3/21/2021,05:15,467,501,12,100,0,97797,1703,1200,14.2427,-2.2427
3/21/2021,05:30,466,500,12,100,0,97814,1704,1200,14.2427,-2.2427
3/21/2021,05:45,465,499,12,100,2,97845,1705,1200,14.2427,-2.2427
3/21/2021,06:00,464,498,12,100,15,97856,1706,1200,14.2427,-2.2427
3/21/2021,06:15,463,497,12,100,44,97877,1707,1200,14.2427,-2.2427
3/23/2021,23:30,431,456,13,100,0,98507,1968,1300,14.2427,-1.2427
3/23/2021,23:45,431,455,12,100,0,98508,1969,1200,14.2427,-2.2427
3/24/2021,00:00,430,454,12,100,0,98497,1970,1200,14.2427,-2.2427
3/24/2021,00:15,430,452,13,100,0,98496,1971,1300,14.2427,-1.2427
3/24/2021,00:30,429,451,13,100,0,98487,1972,1300,14.2427,-1.2427
3/24/2021,00:45,428,450,12,100,0,98498,1973,1200,14.2427,-2.2427
3/24/2021,01:00,428,449,12,100,0,98504,1974,1200,14.2427,-2.2427
3/24/2021,01:15,428,448,12,100,0,98505,1975,1200,14.2427,-2.2427
3/24/2021,01:30,427,447,11,100,0,98506,1976,1100,14.2427,-3.2427
3/24/2021,01:45,427,446,11,100,0,98513,1977,1100,14.2427,-3.2427
3/24/2021,02:00,427,444,11,100,0,98510,1978,1100,14.2427,-3.2427
3/24/2021,02:15,426,444,11,100,0,98502,1979,1100,14.2427,-3.2427
3/24/2021,02:30,425,443,12,100,0,98497,1980,1200,14.2427,-2.2427
3/24/2021,02:45,425,442,11,100,0,98487,1981,1100,14.2427,-3.2427
3/24/2021,03:00,425,441,11,100,0,98484,1982,1100,14.2427,-3.2427
3/24/2021,03:15,424,440,11,100,0,98464,1983,1100,14.2427,-3.2427
3/24/2021,03:30,424,439,11,100,0,98460,1984,1100,14.2427,-3.2427
3/24/2021,03:45,423,438,11,100,0,98464,1985,1100,14.2427,-3.2427
3/24/2021,04:00,423,437,11,100,0,98506,1986,1100,14.2427,-3.2427
3/24/2021,04:15,422,436,11,100,0,98545,1987,1100,14.2427,-3.2427
3/24/2021,04:30,422,436,11,100,0,98554,1988,1100,14.2427,-3.2427
3/24/2021,04:45,421,435,11,100,0,98556,1989,1100,14.2427,-3.2427
3/24/2021,05:00,421,434,11,100,0,98542,1990,1100,14.2427,-3.2427
3/24/2021,05:15,420,433,11,100,0,98554,1991,1100,14.2427,-3.2427
3/24/2021,05:30,419,432,11,100,0,98560,1992,1100,14.2427,-3.2427
3/24/2021,05:45,419,431,11,100,4,98566,1993,1100,14.2427,-3.2427
3/24/2021,06:00,418,431,11,100,18,98565,1994,1100,14.2427,-3.2427
3/24/2021,06:15,417,429,11,100,39,98571,1995,1100,14.2427,-3.2427
3/24/2021,06:30,416,429,11,100,61,98603,1996,1100,14.2427,-3.2427
3/24/2021,06:45,415,428,12,100,84,98609,1997,1200,14.2427,-2.2427
3/25/2021,04:45,417,432,13,100,0,98315,2085,1300,14.2427,-1.2427
3/25/2021,05:00,416,432,12,100,0,98320,2086,1200,14.2427,-2.2427
3/25/2021,05:15,416,431,12,100,0,98319,2087,1200,14.2427,-2.2427
3/25/2021,05:30,416,430,12,100,0,98326,2088,1200,14.2427,-2.2427
3/25/2021,05:45,416,429,12,100,6,98335,2089,1200,14.2427,-2.2427
3/25/2021,06:00,415,427,12,100,22,98353,2090,1200,14.2427,-2.2427
3/25/2021,06:15,414,427,12,100,43,98379,2091,1200,14.2427,-2.2427
3/25/2021,06:30,414,426,13,100,68,98390,2092,1300,14.2427,-1.2427
3/26/2021,01:45,414,427,12,100,0,98270,2169,1200,14.2427,-2.2427
